source,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating
previous scrape,40.41576,-3.70213,Entire rental unit,Entire home/apt,6,2.0,2.0,106.0,2,1125,4.73
previous scrape,40.47741,-3.65878,Private room in rental unit,Private room,2,1.0,1.0,42.0,1,1125,5.0
previous scrape,40.41576,-3.70213,Entire rental unit,Entire home/apt,6,2.0,3.0,106.0,2,1125,4.77
city scrape,40.35295,-3.69853,Private room in rental unit,Private room,2,1.0,1.0,95.0,1,1125,0.0
city scrape,40.43458,-3.68161,Entire rental unit,Entire home/apt,4,2.0,2.0,183.0,7,1125,4.75
previous scrape,40.42427,-3.70657,Private room in earthen home,Private room,2,1.0,1.0,40.0,1,1125,4.0
previous scrape,40.39533,-3.69021,Private room in rental unit,Private room,2,1.0,1.0,105.0,2,15,5.0
city scrape,40.42622,-3.67762,Entire rental unit,Entire home/apt,3,1.0,2.0,67.0,3,60,4.83
city scrape,40.43392,-3.70984,Entire rental unit,Entire home/apt,3,1.0,2.0,71.0,99,1125,5.0
city scrape,40.41171,-3.73009,Entire rental unit,Entire home/apt,2,2.0,1.0,77.0,21,200,4.68
city scrape,40.43494,-3.69615,Private room in home,Private room,2,1.0,2.0,49.0,1,1125,4.6
city scrape,40.41617,-3.70094,Entire rental unit,Entire home/apt,5,1.0,3.0,94.0,4,1125,4.59
previous scrape,40.43705,-3.68447,Private room in rental unit,Private room,1,1.0,1.0,40.0,2,1125,5.0
city scrape,40.46208,-3.7074,Entire home,Entire home/apt,4,1.0,2.0,78.0,2,1125,4.95
city scrape,40.41586,-3.70069,Entire rental unit,Entire home/apt,5,1.0,3.0,91.0,4,1125,4.35
city scrape,40.44071,-3.62519,Entire loft,Entire home/apt,4,1.0,2.0,95.0,4,62,4.93
previous scrape,40.38718,-3.70044,Entire rental unit,Entire home/apt,4,2.0,4.0,42.0,2,1125,5.0
city scrape,40.41613,-3.70061,Entire rental unit,Entire home/apt,5,1.0,3.0,84.0,4,365,4.6
previous scrape,40.36425,-3.76364,Private room in rental unit,Private room,1,1.0,1.0,35.0,2,30,5.0
previous scrape,40.42854,-3.67787,Entire rental unit,Entire home/apt,3,1.0,2.0,50.0,20,1125,5.0
city scrape,40.39721,-3.66781,Entire rental unit,Entire home/apt,3,2.0,4.0,70.0,5,1125,4.66
city scrape,40.38595,-3.66928,Entire rental unit,Entire home/apt,6,2.0,3.0,224.0,2,1125,4.29
previous scrape,40.42195,-3.69857,Entire rental unit,Entire home/apt,3,2.0,2.0,95.0,15,35,4.25
city scrape,40.43478,-3.68304,Entire rental unit,Entire home/apt,8,3.0,5.0,206.0,6,60,5.0
previous scrape,40.41281,-3.7308,Private room in rental unit,Private room,2,1.0,1.0,30.0,2,1125,4.0
previous scrape,40.42507,-3.71229,Entire rental unit,Entire home/apt,6,3.0,6.0,300.0,1,5,5.0
city scrape,40.42245,-3.70429,Entire rental unit,Entire home/apt,4,2.0,2.0,109.0,3,1125,4.77
city scrape,40.40744,-3.70568,Entire rental unit,Entire home/apt,4,1.0,2.0,50.0,4,1125,4.86
city scrape,40.42032,-3.70571,Entire rental unit,Entire home/apt,4,1.0,2.0,108.0,3,1125,4.47
city scrape,40.43478,-3.683035,Entire rental unit,Entire home/apt,8,3.0,5.0,212.0,6,60,4.9
city scrape,40.43478,-3.68304,Entire rental unit,Entire home/apt,8,3.0,5.0,206.0,6,60,4.67
city scrape,40.40854,-3.71131,Entire rental unit,Entire home/apt,6,2.0,3.0,146.0,2,1125,4.68
city scrape,40.41591,-3.70371,Entire guesthouse,Entire home/apt,3,1.0,1.0,56.0,2,1125,4.78
previous scrape,40.41516,-3.70925,Entire loft,Entire home/apt,2,1.0,1.0,59.0,4,365,4.79
city scrape,40.40353,-3.69149,Entire rental unit,Entire home/apt,6,3.0,3.0,134.0,1,1125,4.42
city scrape,40.42153,-3.69956,Entire condo,Entire home/apt,4,2.0,3.0,103.0,3,365,4.41
previous scrape,40.41967,-3.70233,Private room in rental unit,Private room,2,1.0,1.0,120.0,3,60,5.0
city scrape,40.40766,-3.69653,Entire rental unit,Entire home/apt,4,2.0,3.0,81.0,3,60,4.65
previous scrape,40.41148,-3.69973,Entire rental unit,Entire home/apt,4,1.0,1.0,100.0,1,1125,4.85
previous scrape,40.42013,-3.71617,Entire rental unit,Entire home/apt,2,1.0,1.0,150.0,1,10,5.0
previous scrape,40.40717,-3.70698,Private room in rental unit,Private room,2,1.0,1.0,39.0,1,8,5.0
previous scrape,40.41929,-3.69766,Entire rental unit,Entire home/apt,2,1.0,1.0,161.0,2,1125,5.0
city scrape,40.40627,-3.69974,Entire rental unit,Entire home/apt,2,1.0,1.0,85.0,10,180,4.89
city scrape,40.39067,-3.71434,Private room in rental unit,Private room,2,1.0,1.0,42.0,1,1125,4.85
city scrape,40.4576,-3.69811,Private room in rental unit,Private room,2,1.0,1.0,69.0,1,1125,5.0
city scrape,40.41183,-3.71868,Entire rental unit,Entire home/apt,2,2.0,3.0,71.0,1,1125,3.67
city scrape,40.47477,-3.68876,Entire rental unit,Entire home/apt,10,4.0,4.0,253.0,1,1125,4.67
city scrape,40.41167,-3.73395,Private room in rental unit,Private room,2,1.0,1.0,50.0,2,7,4.94
previous scrape,40.41458,-3.70847,Private room in rental unit,Private room,2,1.0,1.0,50.0,1,1,5.0
city scrape,40.49825,-3.6119,Private room in rental unit,Private room,2,1.0,2.0,53.0,1,365,4.71
previous scrape,40.46575,-3.63345,Private room in rental unit,Private room,1,1.0,1.0,38.0,2,28,4.93
city scrape,40.42439,-3.70091,Entire rental unit,Entire home/apt,4,2.0,1.0,105.0,2,10,4.91
city scrape,40.4278,-3.6451,Private room in home,Private room,2,1.0,1.0,101.0,2,3,1.0
city scrape,40.42572,-3.71147,Entire rental unit,Entire home/apt,4,1.0,2.0,200.0,2,1125,4.0
previous scrape,40.39388,-3.69356,Entire rental unit,Entire home/apt,3,2.0,2.0,85.0,4,1125,5.0
previous scrape,40.44489,-3.69893,Private room in rental unit,Private room,1,1.0,1.0,38.0,1,1125,5.0
previous scrape,40.41703,-3.70394,Private room in rental unit,Private room,1,1.0,2.0,80.0,90,90,4.83
previous scrape,40.45753,-3.69536,Entire rental unit,Entire home/apt,4,1.0,3.0,134.0,3,1125,4.69
city scrape,40.41929,-3.70072,Private room in rental unit,Private room,1,1.0,1.0,49.0,2,15,4.71
previous scrape,40.45592,-3.67622,Private room in rental unit,Private room,1,1.0,1.0,250.0,1,1125,1.0
city scrape,40.41387,-3.70365,Entire rental unit,Entire home/apt,6,2.0,2.0,142.0,1,1125,4.08
previous scrape,40.38044,-3.70635,Private room in rental unit,Private room,1,1.0,1.0,50.0,2,1125,5.0
city scrape,40.42055,-3.69718,Private room in rental unit,Private room,4,1.0,2.0,72.0,1,20,4.54
city scrape,40.43234,-3.64543,Private room in rental unit,Private room,1,1.0,1.0,50.0,1,1125,4.5
city scrape,40.43264,-3.64369,Private room in rental unit,Private room,1,1.0,1.0,50.0,1,365,5.0
city scrape,40.43412,-3.60925,Entire rental unit,Entire home/apt,6,3.0,5.0,204.0,2,30,4.91
city scrape,40.46371,-3.67325,Private room in rental unit,Private room,2,1.0,1.0,195.0,2,1125,1.0
city scrape,40.41014,-3.70257,Entire rental unit,Entire home/apt,2,1.0,1.0,106.0,1,365,4.77
previous scrape,40.4357,-3.61656,Entire home,Entire home/apt,4,2.0,2.0,90.0,2,30,5.0
city scrape,40.47129,-3.58015,Entire rental unit,Entire home/apt,6,3.0,3.0,155.0,1,1125,4.89
city scrape,40.44901,-3.60807,Private room in condo,Private room,2,1.0,2.0,38.0,1,45,4.89
previous scrape,40.34283,-3.70851,Private room in rental unit,Private room,2,1.0,1.0,16.0,1,4,5.0
previous scrape,40.41106,-3.70713,Private room in home,Private room,2,1.0,1.0,41.0,2,7,5.0
city scrape,40.41016,-3.70264,Entire rental unit,Entire home/apt,4,1.0,2.0,74.0,2,1125,4.66
city scrape,40.43844,-3.71199,Entire rental unit,Entire home/apt,6,3.0,3.0,265.0,1,1125,5.0
city scrape,40.42625427246094,-3.6826679706573486,Entire rental unit,Entire home/apt,3,3.0,3.0,212.0,2,1125,4.76
previous scrape,40.40828,-3.70557,Private room in home,Private room,1,1.0,1.0,25.0,1,7,4.81
city scrape,40.44517,-3.58333,Entire condo,Entire home/apt,4,1.0,1.0,65.0,15,90,4.0
city scrape,40.45981,-3.64333,Private room in rental unit,Private room,3,1.0,2.0,54.0,1,1125,4.81
previous scrape,40.43976,-3.65068,Entire rental unit,Entire home/apt,5,2.0,3.0,96.0,2,28,4.84
city scrape,40.40949,-3.71142,Private room in rental unit,Private room,1,1.0,1.0,57.0,3,1125,4.94
city scrape,40.45951,-3.64553,Private room in rental unit,Private room,2,1.0,1.0,34.0,1,1125,4.72
city scrape,40.41063,-3.6997,Entire rental unit,Entire home/apt,4,2.0,6.0,78.0,3,30,4.52
city scrape,40.41243,-3.7202,Private room in rental unit,Private room,2,1.0,1.0,60.0,2,1125,4.31
city scrape,40.47116,-3.6496,Private room in rental unit,Private room,2,1.0,1.0,35.0,1,30,4.64
city scrape,40.40697,-3.70218,Private room in rental unit,Private room,1,1.0,1.0,28.0,3,30,4.88
previous scrape,40.43581,-3.68415,Private room in dome,Private room,1,1.0,1.0,40.0,1,3,4.6
city scrape,40.41438,-3.69962,Entire rental unit,Entire home/apt,4,1.0,3.0,103.0,5,365,4.59
previous scrape,40.41214,-3.73172,Private room in rental unit,Private room,1,1.0,1.0,23.0,3,1125,5.0
previous scrape,40.40739,-3.71697,Entire rental unit,Entire home/apt,3,1.0,1.0,35.0,5,200,5.0
city scrape,40.42348,-3.71269,Entire rental unit,Entire home/apt,4,2.0,3.0,136.0,2,10,4.45
city scrape,40.40479,-3.69276,Entire loft,Entire home/apt,2,1.0,1.0,110.0,7,365,4.71
city scrape,40.34161,-3.71677,Entire rental unit,Entire home/apt,5,2.0,3.0,150.0,2,1125,4.91
city scrape,40.39259,-3.72484,Private room in rental unit,Private room,2,1.0,1.0,200.0,1,3,5.0
previous scrape,40.41065,-3.70544,Entire rental unit,Entire home/apt,4,2.0,2.0,78.0,1,30,4.83
city scrape,40.44623,-3.69875,Entire home,Entire home/apt,2,1.0,1.0,140.0,2,1125,4.67
previous scrape,40.40377,-3.69609,Private room in rental unit,Private room,2,1.0,1.0,13.0,1,1125,5.0
previous scrape,40.42659,-3.70443,Entire rental unit,Entire home/apt,2,1.0,2.0,130.0,3,1125,4.5
previous scrape,40.43529,-3.70302,Entire condo,Entire home/apt,5,2.0,2.0,40.0,1,1125,2.5
city scrape,40.40955,-3.70984,Private room in rental unit,Private room,2,1.0,1.0,17.0,1,1125,4.75
city scrape,40.41052,-3.70947,Private room in rental unit,Private room,2,1.0,2.0,41.0,1,30,4.69
previous scrape,40.44214,-3.70125,Entire rental unit,Entire home/apt,3,1.0,2.0,45.0,1,1125,4.0
previous scrape,40.40437,-3.6904,Entire rental unit,Entire home/apt,3,2.0,2.0,120.0,2,1125,5.0
previous scrape,40.50533,-3.67103,Private room in rental unit,Private room,2,1.0,1.0,30.0,1,1125,5.0
city scrape,40.43125,-3.70969,Private room in rental unit,Private room,1,1.0,1.0,45.0,1,1125,4.0
city scrape,40.41623,-3.70907,Entire rental unit,Entire home/apt,4,1.0,2.0,127.0,2,99,4.67
city scrape,40.39621,-3.701608,Private room in rental unit,Private room,2,1.0,1.0,45.0,1,1125,4.89
previous scrape,40.45903,-3.69765,Entire rental unit,Entire home/apt,2,1.0,1.0,54.0,2,7,4.88
city scrape,40.42669,-3.63587,Private room in home,Private room,2,1.0,1.0,29.0,1,7,4.94
city scrape,40.43333,-3.70263,Entire rental unit,Entire home/apt,5,1.0,3.0,157.0,1,1125,3.69
city scrape,40.41328,-3.69757,Private room in rental unit,Private room,1,1.0,1.0,46.0,1,1125,4.75
city scrape,40.42433,-3.70068,Entire rental unit,Entire home/apt,6,2.0,4.0,137.0,3,365,4.76
city scrape,40.42516,-3.70526,Entire rental unit,Entire home/apt,3,1.0,3.0,198.0,7,120,4.88
city scrape,40.40799,-3.64271,Private room in rental unit,Private room,1,1.0,2.0,38.0,3,6,4.8
previous scrape,40.39961,-3.69708,Private room in rental unit,Private room,2,1.0,1.0,130.0,2,7,5.0
city scrape,40.40822,-3.70864,Entire rental unit,Entire home/apt,1,1.0,1.0,38.0,5,50,4.92
city scrape,40.41113,-3.70128,Entire rental unit,Entire home/apt,6,2.0,3.0,113.0,1,1125,4.24
city scrape,40.4502,-3.78314,Entire condo,Entire home/apt,6,3.0,3.0,110.0,4,1125,5.0
previous scrape,40.43441,-3.60877,Private room in rental unit,Private room,1,1.0,1.0,25.0,1,1125,4.89
city scrape,40.46118,-3.70046,Entire rental unit,Entire home/apt,4,1.0,2.0,103.0,1,30,4.86
previous scrape,40.43086,-3.71386,Entire rental unit,Entire home/apt,4,2.0,2.0,200.0,2,7,4.75
city scrape,40.38831,-3.64819,Private room in rental unit,Private room,3,1.0,2.0,35.0,2,1125,4.92
previous scrape,40.40618,-3.67949,Entire home,Entire home/apt,3,1.0,2.0,100.0,2,1125,4.7
previous scrape,40.41117,-3.69483,Shared room in rental unit,Shared room,1,1.0,1.0,25.0,10,1125,5.0
previous scrape,40.4671,-3.69702,Private room in rental unit,Private room,2,1.0,1.0,40.0,1,2,5.0
city scrape,40.41091,-3.69714,Entire serviced apartment,Entire home/apt,5,2.0,2.0,173.0,1,1125,4.81
city scrape,40.4227,-3.70799,Entire loft,Entire home/apt,4,1.0,2.0,126.0,1,1125,4.91
city scrape,40.43423,-3.65173,Entire rental unit,Entire home/apt,4,1.0,1.0,75.0,2,33,4.94
previous scrape,40.43599,-3.6607,Entire rental unit,Entire home/apt,4,2.0,3.0,230.0,3,1125,5.0
city scrape,40.42272,-3.70566,Entire rental unit,Entire home/apt,6,3.0,3.0,300.0,3,300,4.86
city scrape,40.43273,-3.65321,Entire rental unit,Entire home/apt,6,2.0,4.0,100.0,3,1125,4.71
city scrape,40.41168,-3.71206,Private room in rental unit,Private room,2,1.0,1.0,80.0,1,40,4.9
city scrape,40.43688,-3.67296,Private room in guest suite,Private room,3,1.0,2.0,66.0,2,30,4.56
previous scrape,40.4263,-3.71885,Entire rental unit,Entire home/apt,4,2.0,2.0,100.0,2,1125,5.0
city scrape,40.40408,-3.69286,Entire rental unit,Entire home/apt,6,3.0,3.0,134.0,1,1125,4.38
city scrape,40.41402,-3.6958,Entire rental unit,Entire home/apt,8,4.0,6.0,289.0,3,180,4.88
previous scrape,40.41075,-3.69927,Private room in rental unit,Private room,1,1.0,1.0,24.0,2,1125,5.0
city scrape,40.38468,-3.71507,Private room in rental unit,Private room,2,1.0,1.0,26.0,2,15,4.47
city scrape,40.4373,-3.66907,Entire condo,Entire home/apt,4,2.0,3.0,141.0,4,10,4.8
city scrape,40.36494,-3.69418,Private room in rental unit,Private room,2,1.0,2.0,37.0,1,1125,4.73
previous scrape,40.42535,-3.67885,Entire rental unit,Entire home/apt,4,1.0,2.0,154.0,1,365,3.81
city scrape,40.39007,-3.73524,Private room in rental unit,Private room,1,1.0,1.0,17.0,20,1125,4.89
city scrape,40.41745,-3.67579,Entire rental unit,Entire home/apt,4,2.0,3.0,250.0,3,1000,4.88
city scrape,40.4216,-3.70881,Entire rental unit,Entire home/apt,4,1.0,2.0,277.0,1,1125,4.71
city scrape,40.42514,-3.7056,Entire rental unit,Entire home/apt,4,1.0,1.0,141.0,1,1125,4.68
previous scrape,40.40813,-3.69812,Entire rental unit,Entire home/apt,4,2.0,2.0,80.0,2,28,4.0
previous scrape,40.36722,-3.6017,Private room in rental unit,Private room,1,1.0,1.0,20.0,4,1125,3.5
previous scrape,40.42664,-3.68561,Private room in rental unit,Private room,1,1.0,1.0,27.0,54,1125,4.67
city scrape,40.4099,-3.69809,Entire rental unit,Entire home/apt,6,2.0,4.0,124.0,1,1125,3.75
city scrape,40.4074,-3.70237,Entire loft,Entire home/apt,2,1.0,3.0,35.0,360,1125,4.33
city scrape,40.458,-3.69989,Private room in rental unit,Private room,2,1.0,1.0,41.0,1,1125,4.92
city scrape,40.42088,-3.69138,Room in boutique hotel,Hotel room,2,1.0,1.0,189.0,1,15,4.69
city scrape,40.42088,-3.69138,Room in boutique hotel,Hotel room,2,1.0,1.0,205.0,1,1125,4.67
previous scrape,40.41241,-3.69708,Private room in rental unit,Private room,1,1.0,1.0,35.0,1,1125,5.0
previous scrape,40.42446,-3.70498,Entire rental unit,Entire home/apt,4,1.0,2.0,89.0,2,20,5.0
city scrape,40.43679,-3.61506,Private room in home,Private room,1,1.0,1.0,28.0,1,15,4.99
city scrape,40.42294,-3.6929,Entire rental unit,Entire home/apt,4,2.0,2.0,240.0,4,90,4.9
previous scrape,40.39969,-3.66982,Private room in rental unit,Private room,2,1.0,1.0,35.0,2,1125,5.0
city scrape,40.42088,-3.69138,Room in boutique hotel,Hotel room,2,1.0,1.0,274.0,1,1125,5.0
city scrape,40.42771,-3.69223,Room in boutique hotel,Private room,2,1.0,1.0,175.0,1,15,4.85
city scrape,40.3803,-3.71343,Entire rental unit,Entire home/apt,2,1.0,2.0,55.0,5,10,4.46
city scrape,40.45921,-3.7101,Private room in condo,Private room,1,1.0,1.0,32.0,3,1125,4.65
previous scrape,40.40713,-3.68423,Private room in home,Private room,1,1.0,1.0,22.0,4,1125,4.51
city scrape,40.40559,-3.6863,Private room in home,Private room,2,1.0,1.0,35.0,4,1125,4.62
city scrape,40.3893,-3.73547,Private room in rental unit,Private room,1,1.0,1.0,18.0,20,1125,5.0
city scrape,40.43037,-3.65364,Entire rental unit,Entire home/apt,5,2.0,3.0,160.0,5,1125,4.69
previous scrape,40.3531,-3.68068,Private room in rental unit,Private room,1,1.0,1.0,15.0,1,1125,5.0
city scrape,40.38793,-3.73639,Private room in rental unit,Private room,1,1.0,1.0,15.0,20,1125,4.6
previous scrape,40.41433,-3.72723,Entire condo,Entire home/apt,4,3.0,3.0,130.0,27,1125,5.0
city scrape,40.3645,-3.75939,Entire rental unit,Entire home/apt,4,2.0,3.0,75.0,5,180,4.61
city scrape,40.40605,-3.71516,Entire rental unit,Entire home/apt,4,2.0,2.0,90.0,2,14,4.81
city scrape,40.3887,-3.73782,Private room in rental unit,Private room,1,1.0,1.0,17.0,50,1125,5.0
city scrape,40.43207,-3.62518,Private room in home,Private room,2,1.0,1.0,45.0,1,20,4.93
city scrape,40.41642,-3.67569,Entire rental unit,Entire home/apt,8,4.0,5.0,192.0,2,28,4.75
city scrape,40.41986,-3.6982,Entire rental unit,Entire home/apt,4,1.0,2.0,151.0,3,1000,4.64
previous scrape,40.42253,-3.69978,Entire rental unit,Entire home/apt,12,5.0,6.0,283.0,2,1125,4.81
city scrape,40.38773,-3.72278,Private room in rental unit,Private room,1,1.0,1.0,22.0,1,30,4.85
city scrape,40.43534,-3.71657,Private room in rental unit,Private room,1,1.0,1.0,53.0,5,1125,5.0
city scrape,40.39129,-3.66828,Entire rental unit,Entire home/apt,8,3.0,5.0,148.0,1,1125,4.56
city scrape,40.39112,-3.66767,Entire rental unit,Entire home/apt,8,3.0,5.0,123.0,1,1125,4.51
city scrape,40.4055,-3.68545,Private room in home,Private room,1,1.0,1.0,22.0,4,1125,4.49
city scrape,40.40593,-3.68632,Private room in home,Private room,1,1.0,1.0,22.0,4,1125,4.48
previous scrape,40.41716,-3.7057,Private room in rental unit,Private room,1,1.0,1.0,42.0,1,15,4.84
previous scrape,40.40894,-3.70295,Private room in rental unit,Private room,3,1.0,2.0,25.0,2,6,4.24
city scrape,40.38284,-3.66769,Private room in rental unit,Private room,2,1.0,2.0,17.0,1,30,5.0
previous scrape,40.40344,-3.64482,Private room in rental unit,Private room,2,1.0,2.0,33.0,2,30,4.82
previous scrape,40.452,-3.70952,Private room in rental unit,Private room,1,1.0,1.0,24.0,1,7,4.89
previous scrape,40.43549,-3.70953,Private room in rental unit,Private room,1,1.0,1.0,28.0,1,1125,4.5
city scrape,40.39033,-3.66773,Private room in rental unit,Private room,2,1.0,1.0,44.0,2,5,4.95
city scrape,40.41626,-3.70036,Entire rental unit,Entire home/apt,6,2.0,4.0,114.0,90,1125,4.15
city scrape,40.41032,-3.67255,Private room in chalet,Private room,2,1.0,1.0,53.0,2,7,4.94
city scrape,40.42053,-3.70653,Entire rental unit,Entire home/apt,4,1.0,1.0,131.0,1,1125,4.88
city scrape,40.42856,-3.70398,Entire rental unit,Entire home/apt,4,2.0,2.0,107.0,2,1125,5.0
city scrape,40.40572,-3.68483,Private room in home,Private room,1,1.0,1.0,22.0,4,1125,4.6
previous scrape,40.43453,-3.60631,Private room in home,Private room,4,2.0,3.0,175.0,1,3,4.86
city scrape,40.42529,-3.69856,Private room in rental unit,Private room,2,1.0,1.0,30.0,4,1125,4.77
city scrape,40.42255,-3.69943,Entire rental unit,Entire home/apt,4,1.0,2.0,143.0,3,1000,4.63
previous scrape,40.40883,-3.71169,Entire rental unit,Entire home/apt,2,1.0,1.0,74.0,2,10,4.82
previous scrape,40.42657,-3.71562,Entire loft,Entire home/apt,4,2.0,2.0,108.0,1,1125,4.51
city scrape,40.40543,-3.68396,Private room in home,Private room,1,1.0,1.0,25.0,4,1125,4.69
city scrape,40.41681,-3.67806,Private room in rental unit,Private room,2,1.0,1.0,35.0,2,27,4.41
city scrape,40.39582,-3.6972,Entire rental unit,Entire home/apt,4,2.0,3.0,67.0,2,120,4.4
previous scrape,40.40493,-3.64106,Private room in condo,Private room,4,2.0,3.0,42.0,3,90,5.0
city scrape,40.4277,-3.6759,Private room in home,Private room,1,1.0,1.0,36.0,7,1125,4.8
city scrape,40.41276,-3.70694,Entire rental unit,Entire home/apt,4,1.0,1.0,119.0,1,30,4.64
previous scrape,40.41145,-3.70824,Private room in home,Private room,1,1.0,1.0,25.0,5,1125,5.0
city scrape,40.41159,-3.69616,Entire rental unit,Entire home/apt,6,2.0,4.0,140.0,2,1125,4.41
city scrape,40.46979,-3.69787,Private room in rental unit,Private room,2,1.0,2.0,30.0,1,1125,5.0
previous scrape,40.42873,-3.6659,Private room in condo,Private room,1,1.0,1.0,15.0,2,30,4.82
city scrape,40.42338,-3.6648,Private room in rental unit,Private room,2,1.0,1.0,70.0,1,15,4.92
previous scrape,40.35148,-3.6869,Private room in rental unit,Private room,1,1.0,1.0,15.0,1,1125,4.0
city scrape,40.42615,-3.69245,Entire rental unit,Entire home/apt,5,2.0,3.0,180.0,1,1125,4.71
city scrape,40.42219,-3.66772,Entire guest suite,Entire home/apt,2,1.0,1.0,98.0,2,30,4.79
city scrape,40.41267,-3.73004,Entire rental unit,Entire home/apt,4,2.0,3.0,88.0,30,360,4.91
previous scrape,40.48545,-3.68904,Entire rental unit,Entire home/apt,2,2.0,2.0,70.0,2,1125,0.0
city scrape,40.43331,-3.70217,Entire rental unit,Entire home/apt,2,1.0,1.0,98.0,2,1125,4.9
city scrape,40.38942,-3.65449,Private room in rental unit,Private room,2,1.0,1.0,25.0,1,1125,5.0
