index,source,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,Entire home/apt,Hotel room,Private room,Shared room
6647,previous scrape,40.41009,-3.71191,1,1.0,1.0,0.05821917808219178,1,1125,4.61,0.0,0.0,1.0,0.0
6648,city scrape,40.40484,-3.68026,2,1.0,1.0,0.1780821917808219,3,1125,3.0,1.0,0.0,0.0,0.0
6649,previous scrape,40.38067,-3.6496,1,1.0,1.0,0.0410958904109589,1,1125,4.25,0.0,0.0,1.0,0.0
6650,city scrape,40.47375,-3.70439,1,1.0,1.0,0.06506849315068493,3,1125,4.85,0.0,0.0,1.0,0.0
6651,city scrape,40.43601,-3.66986,3,2.0,2.0,0.3356164383561644,3,1125,4.45,1.0,0.0,0.0,0.0
6652,previous scrape,40.42328,-3.70783,2,1.0,1.0,0.15753424657534246,3,1125,4.76,0.0,0.0,1.0,0.0
6653,city scrape,40.41672,-3.70378,4,2.0,3.0,0.2534246575342466,2,29,4.81,1.0,0.0,0.0,0.0
6654,city scrape,40.47208,-3.6524,4,2.0,3.0,0.3253424657534246,2,1125,4.64,1.0,0.0,0.0,0.0
6655,city scrape,40.42017,-3.71743,6,2.0,3.0,0.4691780821917808,2,1125,4.68,1.0,0.0,0.0,0.0
6656,previous scrape,40.41131,-3.73556,2,2.0,2.0,0.08904109589041095,2,90,0.0,0.0,0.0,1.0,0.0
6657,city scrape,40.44609,-3.58831,6,3.0,5.0,0.3664383561643835,2,30,4.82,1.0,0.0,0.0,0.0
6658,previous scrape,40.41732,-3.70785,1,1.0,1.0,0.10616438356164382,1,15,4.76,0.0,0.0,1.0,0.0
6659,previous scrape,40.41732,-3.70785,1,1.0,1.0,0.10616438356164382,1,1125,4.91,0.0,0.0,1.0,0.0
6660,previous scrape,40.41732,-3.70785,1,1.0,1.0,0.113013698630137,1,14,4.91,0.0,0.0,1.0,0.0
6661,city scrape,40.40513,-3.66183,2,1.0,1.0,0.08904109589041095,1,30,4.88,0.0,0.0,1.0,0.0
6662,city scrape,40.44979,-3.70409,5,2.0,3.0,0.3527397260273972,5,182,4.93,1.0,0.0,0.0,0.0
6663,previous scrape,40.4263,-3.71894,2,1.0,1.0,0.14383561643835616,1,1125,4.91,0.0,0.0,1.0,0.0
6664,city scrape,40.41355,-3.71236,2,1.0,2.0,0.3150684931506849,1,1125,4.69,0.0,0.0,1.0,0.0
6665,city scrape,40.42674,-3.67847,6,2.0,4.0,0.6506849315068493,1,1125,4.51,1.0,0.0,0.0,0.0
6666,city scrape,40.39348,-3.666,4,2.0,2.0,0.21232876712328766,6,1125,4.75,1.0,0.0,0.0,0.0
6667,city scrape,40.39804,-3.73489,3,1.0,1.0,0.11643835616438356,2,365,4.76,0.0,0.0,1.0,0.0
6668,city scrape,40.46613,-3.64966,2,1.0,1.0,0.08561643835616438,1,7,4.44,0.0,1.0,0.0,0.0
6669,previous scrape,40.43216,-3.63873,5,2.0,3.0,0.22945205479452052,2,1125,5.0,1.0,0.0,0.0,0.0
6670,previous scrape,40.40573,-3.69419,6,2.0,2.0,0.3972602739726027,3,24,5.0,1.0,0.0,0.0,0.0
6671,previous scrape,40.46265,-3.68766,2,1.0,1.0,0.1404109589041096,2,1125,5.0,1.0,0.0,0.0,0.0
6672,city scrape,40.46063,-3.70654,5,3.0,3.0,0.5171232876712328,1,30,4.93,1.0,0.0,0.0,0.0
6673,city scrape,40.44457,-3.69869,5,2.0,4.0,0.1917808219178082,1,15,4.61,1.0,0.0,0.0,0.0
6674,city scrape,40.44251,-3.69776,5,2.0,4.0,0.1917808219178082,2,25,4.76,1.0,0.0,0.0,0.0
6675,previous scrape,40.39726,-3.66157,2,1.0,1.0,0.05821917808219178,3,1125,4.79,0.0,0.0,1.0,0.0
6676,city scrape,40.42341,-3.68066,2,1.0,1.0,0.4520547945205479,1,365,4.42,1.0,0.0,0.0,0.0
6677,city scrape,40.46554,-3.64779,2,1.0,1.0,0.06506849315068493,1,7,4.09,0.0,1.0,0.0,0.0
6678,city scrape,40.40948,-3.71356,4,2.0,3.0,0.4726027397260274,3,1000,4.74,1.0,0.0,0.0,0.0
6679,city scrape,40.33916,-3.69069,5,2.0,3.0,0.20205479452054792,3,60,4.64,1.0,0.0,0.0,0.0
6680,previous scrape,40.39444,-3.69047,3,2.0,2.0,0.1780821917808219,1,1125,4.0,1.0,0.0,0.0,0.0
6681,city scrape,40.40724,-3.7073,2,1.0,1.0,0.476027397260274,3,1125,4.95,1.0,0.0,0.0,0.0
6682,city scrape,40.46404,-3.64782,2,1.0,1.0,0.06506849315068493,1,7,4.35,0.0,1.0,0.0,0.0
6683,city scrape,40.41251,-3.70716,4,1.0,1.0,0.3047945205479452,1,30,4.58,1.0,0.0,0.0,0.0
6684,city scrape,40.39379,-3.69749,1,1.0,1.0,0.030821917808219176,30,93,5.0,0.0,0.0,1.0,0.0
6685,previous scrape,40.42711,-3.70533,2,1.0,1.0,0.07534246575342465,1,1125,5.0,0.0,0.0,1.0,0.0
6686,previous scrape,40.3943,-3.69853,1,1.0,1.0,0.0273972602739726,2,1125,4.43,0.0,0.0,1.0,0.0
6687,city scrape,40.39135,-3.66628,8,3.0,5.0,0.410958904109589,1,1125,4.65,1.0,0.0,0.0,0.0
6688,city scrape,40.42082,-3.70563,8,4.0,6.0,0.9965753424657534,3,1125,4.74,1.0,0.0,0.0,0.0
6689,city scrape,40.46582,-3.63181,1,1.0,1.0,0.04794520547945205,1,1125,4.57,0.0,0.0,1.0,0.0
6690,city scrape,40.41516,-3.70669,4,1.0,2.0,0.3013698630136986,3,1125,4.87,1.0,0.0,0.0,0.0
6691,city scrape,40.42321,-3.66355,2,1.0,2.0,0.17465753424657532,2,1125,5.0,0.0,0.0,1.0,0.0
6692,city scrape,40.4229,-3.70063,8,3.0,4.0,0.7260273972602739,3,1125,4.09,1.0,0.0,0.0,0.0
6693,city scrape,40.40729,-3.67806,2,1.0,1.0,0.2089041095890411,2,20,4.95,0.0,0.0,1.0,0.0
6694,city scrape,40.41832,-3.70851,4,1.0,3.0,0.7054794520547945,1,28,5.0,1.0,0.0,0.0,0.0
6695,city scrape,40.46821,-3.70085,1,1.0,1.0,0.09246575342465753,5,1125,4.53,0.0,0.0,1.0,0.0
6696,city scrape,40.42653,-3.70813,6,1.0,3.0,0.3356164383561644,1,1125,4.23,1.0,0.0,0.0,0.0
6697,previous scrape,40.49698,-3.65226,3,1.0,1.0,0.13356164383561642,1,1125,4.62,0.0,0.0,1.0,0.0
6698,city scrape,40.3917,-3.74068,6,3.0,3.0,0.2465753424657534,8,1125,1.0,1.0,0.0,0.0,0.0
6699,city scrape,40.45016,-3.71396,2,1.0,1.0,0.2910958904109589,3,1000,4.63,1.0,0.0,0.0,0.0
6700,previous scrape,40.40103,-3.63222,6,3.0,2.0,0.1095890410958904,3,1125,5.0,1.0,0.0,0.0,0.0
6701,city scrape,40.40619,-3.74094,2,1.0,1.0,0.1952054794520548,2,1125,4.9,1.0,0.0,0.0,0.0
6702,city scrape,40.41605,-3.70902,4,1.0,4.0,0.7773972602739726,1,28,5.0,1.0,0.0,0.0,0.0
6703,city scrape,40.41293,-3.69957,2,1.0,1.0,0.13013698630136986,2,1125,4.92,0.0,0.0,1.0,0.0
6704,previous scrape,40.41046,-3.72725,2,1.0,1.0,0.07534246575342465,1,1125,4.57,0.0,0.0,1.0,0.0
6705,previous scrape,40.39323,-3.66948,2,1.0,2.0,0.0547945205479452,2,1125,4.43,0.0,0.0,1.0,0.0
6706,city scrape,40.41626,-3.70716,5,2.0,5.0,0.9178082191780822,1,28,4.67,1.0,0.0,0.0,0.0
6707,previous scrape,40.42716,-3.68646,2,1.0,1.0,0.10616438356164382,1,28,4.5,0.0,0.0,1.0,0.0
6708,city scrape,40.42345,-3.69968,1,1.0,1.0,0.1643835616438356,5,1125,4.43,0.0,0.0,1.0,0.0
6709,city scrape,40.41225,-3.70788,4,1.0,2.0,0.2808219178082192,1,30,4.68,1.0,0.0,0.0,0.0
6710,previous scrape,40.43292,-3.68443,2,1.0,1.0,0.06506849315068493,1,1125,3.0,0.0,0.0,1.0,0.0
6711,city scrape,40.4212,-3.61989,1,3.0,1.0,0.06164383561643835,1,365,4.86,0.0,0.0,1.0,0.0
6712,city scrape,40.42278,-3.61967,1,1.0,1.0,0.07534246575342465,1,1125,4.56,0.0,0.0,1.0,0.0
6713,city scrape,40.41327,-3.69909,1,1.0,1.0,0.09246575342465753,2,1125,4.93,0.0,0.0,1.0,0.0
6714,city scrape,40.41383,-3.71201,6,2.0,3.0,0.7431506849315068,6,32,4.88,1.0,0.0,0.0,0.0
6715,previous scrape,40.41129,-3.72683,1,1.0,1.0,0.05136986301369863,2,10,4.84,0.0,0.0,1.0,0.0
6716,city scrape,40.38919,-3.71746,4,3.0,3.0,0.7773972602739726,1,1125,1.0,1.0,0.0,0.0,0.0
6717,previous scrape,40.4278,-3.68599,2,1.0,1.0,0.10616438356164382,1,28,3.5,0.0,0.0,1.0,0.0
6718,previous scrape,40.42582,-3.68604,2,1.0,1.0,0.10616438356164382,1,28,4.4,0.0,0.0,1.0,0.0
6719,city scrape,40.34662,-3.70918,2,1.0,2.0,0.05821917808219178,2,1125,4.87,0.0,0.0,1.0,0.0
6720,city scrape,40.40534,-3.71337,3,1.0,1.0,0.14383561643835616,16,360,4.74,1.0,0.0,0.0,0.0
6721,city scrape,40.40912,-3.70115,3,1.0,4.0,0.20205479452054792,1,125,4.56,1.0,0.0,0.0,0.0
6722,city scrape,40.44355,-3.58184,4,1.0,2.0,0.18835616438356162,1,1125,4.76,1.0,0.0,0.0,0.0
6723,city scrape,40.48368,-3.65158,2,1.0,1.0,0.06506849315068493,1,1125,4.79,0.0,0.0,1.0,0.0
6724,previous scrape,40.4097,-3.71105,2,1.0,1.0,0.05821917808219178,1,1125,5.0,0.0,0.0,1.0,0.0
6725,city scrape,40.39263,-3.72491,5,2.0,3.0,0.25,3,1125,4.94,1.0,0.0,0.0,0.0
6726,previous scrape,40.40946,-3.7068,1,1.0,1.0,0.0410958904109589,5,30,4.67,0.0,0.0,1.0,0.0
6727,city scrape,40.42283,-3.69868,5,3.0,4.0,0.8767123287671232,1,1125,4.76,1.0,0.0,0.0,0.0
6728,previous scrape,40.41359,-3.71374,2,2.0,2.0,0.297945205479452,5,1125,4.75,1.0,0.0,0.0,0.0
6729,previous scrape,40.42573,-3.68632,2,1.0,1.0,0.10616438356164382,1,28,4.6,0.0,0.0,1.0,0.0
6730,previous scrape,40.42637,-3.68432,2,1.0,1.0,0.10616438356164382,1,28,5.0,0.0,0.0,1.0,0.0
6731,previous scrape,40.42563,-3.68575,2,1.0,1.0,0.0993150684931507,1,28,1.0,0.0,0.0,1.0,0.0
6732,previous scrape,40.4279,-3.68491,2,1.0,1.0,0.10616438356164382,1,28,4.5,0.0,0.0,1.0,0.0
6733,previous scrape,40.42567,-3.68571,2,1.0,1.0,0.10616438356164382,1,28,5.0,0.0,0.0,1.0,0.0
6734,city scrape,40.43388,-3.70376,4,2.0,4.0,0.22945205479452052,3,15,4.67,0.0,0.0,1.0,0.0
6735,previous scrape,40.42604,-3.68443,2,1.0,1.0,0.10616438356164382,1,28,4.8,0.0,0.0,1.0,0.0
6736,previous scrape,40.42784,-3.68618,2,1.0,1.0,0.14383561643835616,1,28,5.0,0.0,0.0,1.0,0.0
6737,previous scrape,40.34219,-3.71032,1,1.0,1.0,0.0136986301369863,1,1125,4.75,0.0,0.0,1.0,0.0
6738,city scrape,40.46642,-3.70396,3,2.0,2.0,0.2636986301369863,4,1125,0.0,1.0,0.0,0.0,0.0
6739,city scrape,40.47765,-3.70091,1,1.0,1.0,0.3150684931506849,7,1125,5.0,0.0,0.0,1.0,0.0
6740,city scrape,40.4368,-3.70455,4,2.0,2.0,0.7636986301369862,4,1125,4.93,1.0,0.0,0.0,0.0
6741,city scrape,40.40889,-3.70131,4,1.0,3.0,0.19863013698630136,2,364,4.47,1.0,0.0,0.0,0.0
6742,city scrape,40.39836,-3.66868,4,2.0,2.0,0.1917808219178082,2,1125,4.74,1.0,0.0,0.0,0.0
6743,city scrape,40.42778,-3.69846,6,2.0,3.0,0.4520547945205479,2,180,4.89,1.0,0.0,0.0,0.0
6744,city scrape,40.38712,-3.70612,3,1.0,3.0,0.1678082191780822,1,1125,4.56,0.0,0.0,1.0,0.0
6745,city scrape,40.41048387725292,-3.711799850229173,3,1.0,2.0,0.2226027397260274,2,31,4.64,1.0,0.0,0.0,0.0
6746,city scrape,40.41178,-3.71327,3,1.0,2.0,0.2226027397260274,2,31,4.76,1.0,0.0,0.0,0.0
6747,city scrape,40.41168,-3.71207,3,1.0,3.0,0.2328767123287671,2,45,4.57,1.0,0.0,0.0,0.0
6748,city scrape,40.41694,-3.7052,4,2.0,3.0,0.7294520547945205,6,1125,5.0,1.0,0.0,0.0,0.0
6749,city scrape,40.41716,-3.70352,2,1.0,1.0,0.1952054794520548,2,1125,4.5,1.0,0.0,0.0,0.0
6750,city scrape,40.43453,-3.70132,1,1.0,1.0,0.1267123287671233,2,1125,5.0,0.0,0.0,1.0,0.0
6751,city scrape,40.43312,-3.7188,2,1.0,1.0,0.4006849315068493,3,60,4.22,1.0,0.0,0.0,0.0
6752,city scrape,40.42393,-3.61109,2,1.0,1.0,0.09246575342465753,2,1125,4.89,0.0,0.0,1.0,0.0
6753,previous scrape,40.43079,-3.72478,1,1.0,1.0,0.0410958904109589,25,1125,5.0,0.0,0.0,1.0,0.0
6754,city scrape,40.41148,-3.70067,4,3.0,4.0,0.6404109589041096,3,1125,2.5,1.0,0.0,0.0,0.0
6755,city scrape,40.41024,-3.64435,4,2.0,3.0,0.297945205479452,3,20,4.84,1.0,0.0,0.0,0.0
6756,city scrape,40.43239,-3.71842,1,1.0,1.0,0.08904109589041095,4,90,4.63,0.0,0.0,1.0,0.0
6757,city scrape,40.38087,-3.65252,1,1.0,2.0,0.11643835616438356,3,30,4.91,0.0,0.0,1.0,0.0
6758,previous scrape,40.4275,-3.7169,1,1.0,1.0,0.04452054794520548,25,1125,5.0,0.0,0.0,1.0,0.0
6759,city scrape,40.41415,-3.70644,3,1.0,2.0,0.3904109589041096,2,1125,4.75,1.0,0.0,0.0,0.0
6760,city scrape,40.42098,-3.70959,1,1.0,1.0,0.09246575342465753,1,1125,4.5,0.0,0.0,0.0,1.0
6761,city scrape,40.41192,-3.70539,4,1.0,1.0,0.3047945205479452,1,1125,4.5,1.0,0.0,0.0,0.0
6762,previous scrape,40.39411,-3.66876,2,1.0,1.0,0.13356164383561642,2,1125,5.0,0.0,0.0,1.0,0.0
6763,previous scrape,40.43268,-3.72062,1,1.0,1.0,0.1267123287671233,3,5,4.86,0.0,0.0,1.0,0.0
6764,previous scrape,40.41282,-3.69653,2,1.0,1.0,0.48287671232876705,5,60,4.88,1.0,0.0,0.0,0.0
6765,city scrape,40.49384,-3.69464,1,1.0,1.0,0.0410958904109589,1,1125,4.73,0.0,0.0,1.0,0.0
6766,city scrape,40.49356,-3.68802,1,1.0,1.0,0.13356164383561642,1,1125,5.0,0.0,0.0,1.0,0.0
6767,city scrape,40.39196,-3.66888,3,2.0,2.0,0.1952054794520548,2,5,4.92,0.0,0.0,1.0,0.0
6768,city scrape,40.42287,-3.70992,1,1.0,1.0,0.10616438356164382,1,1125,5.0,0.0,0.0,0.0,1.0
6769,city scrape,40.42386,-3.70005,5,2.0,3.0,0.44863013698630133,2,1125,4.91,1.0,0.0,0.0,0.0
6770,city scrape,40.43403,-3.70384,2,1.0,1.0,0.1541095890410959,2,1125,4.84,1.0,0.0,0.0,0.0
6771,city scrape,40.39894,-3.69448,5,2.0,2.0,0.4965753424657534,1,1125,4.64,1.0,0.0,0.0,0.0
6772,previous scrape,40.39383,-3.66071,2,1.0,1.0,0.1267123287671233,4,60,5.0,1.0,0.0,0.0,0.0
6773,city scrape,40.46621,-3.63314,2,1.0,1.0,0.07191780821917808,2,1125,4.5,0.0,0.0,1.0,0.0
6774,city scrape,40.43544,-3.64717,1,1.0,1.0,0.05821917808219178,1,28,5.0,0.0,0.0,1.0,0.0
6775,previous scrape,40.42374,-3.66815,2,1.0,1.0,0.14726027397260272,1,7,4.75,0.0,0.0,1.0,0.0
6776,previous scrape,40.45639,-3.67563,2,1.0,1.0,0.6198630136986301,4,1125,4.8,1.0,0.0,0.0,0.0
6777,city scrape,40.3952,-3.7123,1,1.0,1.0,0.07534246575342465,3,30,4.7,0.0,0.0,1.0,0.0
6778,previous scrape,40.47784,-3.70592,1,1.0,1.0,0.0410958904109589,1,3,5.0,0.0,0.0,1.0,0.0
6779,city scrape,40.41815,-3.70683,4,1.0,3.0,0.9143835616438356,1,28,5.0,1.0,0.0,0.0,0.0
6780,city scrape,40.38971,-3.72783,4,2.0,1.0,0.22945205479452052,10,25,1.0,1.0,0.0,0.0,0.0
6781,previous scrape,40.40997,-3.72025,4,2.0,3.0,0.2808219178082192,3,1125,4.96,1.0,0.0,0.0,0.0
6782,city scrape,40.43843,-3.70359,3,1.0,1.0,0.2191780821917808,1,1125,4.81,1.0,0.0,0.0,0.0
6783,city scrape,40.46062,-3.71151,6,3.0,4.0,0.6027397260273972,1,1125,1.0,1.0,0.0,0.0,0.0
6784,city scrape,40.46509,-3.64879,4,1.0,4.0,0.13013698630136986,1,7,4.27,1.0,0.0,0.0,0.0
6785,city scrape,40.45226,-3.61498,2,1.0,1.0,0.10616438356164382,5,1125,4.87,0.0,0.0,1.0,0.0
6786,city scrape,40.39699,-3.71826,2,1.0,1.0,0.11643835616438356,15,361,4.96,0.0,0.0,1.0,0.0
6787,city scrape,40.39968,-3.70102,3,1.0,2.0,0.16095890410958902,5,365,4.27,1.0,0.0,0.0,0.0
6788,previous scrape,40.41021,-3.71615,2,1.0,1.0,0.1095890410958904,1,1125,5.0,0.0,0.0,1.0,0.0
6789,previous scrape,40.42274,-3.7027,1,1.0,1.0,0.18493150684931506,3,1125,4.5,1.0,0.0,0.0,0.0
6790,city scrape,40.41248,-3.73237,4,1.0,2.0,0.2465753424657534,2,60,4.73,1.0,0.0,0.0,0.0
6791,previous scrape,40.43685,-3.67782,2,1.0,1.0,0.17465753424657532,2,1125,4.82,0.0,0.0,1.0,0.0
6792,previous scrape,40.40786,-3.70208,4,1.0,1.0,0.2876712328767123,7,1125,4.75,1.0,0.0,0.0,0.0
6793,city scrape,40.40454,-3.68145,9,3.0,8.0,0.40410958904109584,3,1125,4.49,1.0,0.0,0.0,0.0
6794,previous scrape,40.4073,-3.70036,2,1.0,1.0,0.09246575342465753,2,1125,5.0,0.0,0.0,1.0,0.0
6795,city scrape,40.42074,-3.7061,3,2.0,2.0,0.3390410958904109,3,60,4.46,1.0,0.0,0.0,0.0
6796,city scrape,40.42102,-3.7081,2,1.0,2.0,0.3047945205479452,1,1125,4.0,0.0,0.0,1.0,0.0
6797,city scrape,40.5069,-3.66622,8,3.0,3.0,0.3972602739726027,2,90,4.78,1.0,0.0,0.0,0.0
6798,city scrape,40.42118,-3.70804,2,1.0,2.0,0.25,1,1125,4.83,0.0,0.0,1.0,0.0
6799,city scrape,40.45355,-3.68059,4,1.0,3.0,0.24315068493150682,2,1125,4.9,1.0,0.0,0.0,0.0
6800,city scrape,40.42139,-3.71002,2,1.0,1.0,0.3321917808219178,1,1125,1.0,1.0,0.0,0.0,0.0
6801,city scrape,40.42549,-3.69778,4,1.0,2.0,0.3184931506849315,2,90,4.09,1.0,0.0,0.0,0.0
6802,previous scrape,40.4187,-3.71059,4,1.0,3.0,0.2842465753424657,3,90,4.83,1.0,0.0,0.0,0.0
6803,city scrape,40.41274,-3.70319,5,3.0,3.0,0.4520547945205479,2,1125,4.63,1.0,0.0,0.0,0.0
6804,city scrape,40.4713,-3.6621,6,2.0,4.0,0.7773972602739726,4,1125,4.9,1.0,0.0,0.0,0.0
6805,city scrape,40.38319,-3.64477,2,1.0,1.0,0.1780821917808219,1,1125,5.0,0.0,0.0,1.0,0.0
6806,previous scrape,40.47176,-3.57673,1,1.0,1.0,0.03424657534246575,1,1125,4.6,0.0,0.0,1.0,0.0
6807,city scrape,40.41508,-3.70238,2,1.0,1.0,0.14383561643835616,1,1125,4.0,0.0,0.0,1.0,0.0
6808,city scrape,40.40429,-3.6696,6,2.0,4.0,0.6986301369863014,3,365,4.39,1.0,0.0,0.0,0.0
6809,city scrape,40.41533,-3.70308,2,1.0,2.0,0.14383561643835616,1,365,5.0,0.0,0.0,1.0,0.0
6810,city scrape,40.40273,-3.67577,4,1.0,2.0,0.2636986301369863,3,60,4.63,1.0,0.0,0.0,0.0
6811,city scrape,40.47878,-3.68458,4,2.0,3.0,0.3527397260273972,2,1125,4.76,1.0,0.0,0.0,0.0
6812,city scrape,40.40348,-3.74811,6,2.0,4.0,0.4178082191780822,2,1125,4.8,1.0,0.0,0.0,0.0
6813,city scrape,40.41423,-3.69647,1,1.0,1.0,0.06506849315068493,2,1125,4.2,0.0,0.0,1.0,0.0
6814,city scrape,40.42263,-3.69918,4,1.0,2.0,0.14383561643835616,1,1125,5.0,1.0,0.0,0.0,0.0
6815,previous scrape,40.43833,-3.67198,2,1.0,1.0,0.04452054794520548,1,15,5.0,0.0,0.0,1.0,0.0
6816,city scrape,40.33344,-3.70278,2,1.0,1.0,0.17465753424657532,3,1125,4.76,1.0,0.0,0.0,0.0
6817,city scrape,40.333435,-3.702781,4,1.0,2.0,0.21232876712328766,3,1125,4.79,1.0,0.0,0.0,0.0
6818,city scrape,40.40935,-3.69625,3,3.0,2.0,0.48630136986301364,1,1125,4.83,1.0,0.0,0.0,0.0
6819,city scrape,40.4094,-3.70064,6,2.0,3.0,0.6438356164383562,3,1125,4.77,1.0,0.0,0.0,0.0
6820,city scrape,40.40951,-3.70968,2,1.0,1.0,0.22945205479452052,3,1125,5.0,0.0,0.0,1.0,0.0
6821,previous scrape,40.43573,-3.67639,1,1.0,1.0,0.09246575342465753,1,15,4.8,0.0,0.0,1.0,0.0
6822,city scrape,40.41543960571289,-3.7113640308380127,1,1.0,1.0,0.0684931506849315,240,364,5.0,0.0,0.0,1.0,0.0
6823,previous scrape,40.41159,-3.70078,6,2.0,3.0,0.3013698630136986,2,1125,4.42,1.0,0.0,0.0,0.0
6824,previous scrape,40.41159,-3.70078,6,2.0,3.0,0.297945205479452,2,1125,4.59,1.0,0.0,0.0,0.0
6825,previous scrape,40.41221,-3.70176,6,2.0,3.0,0.297945205479452,2,1125,4.25,1.0,0.0,0.0,0.0
6826,city scrape,40.42104,-3.66802,4,2.0,4.0,0.21232876712328766,3,1125,4.17,1.0,0.0,0.0,0.0
6827,city scrape,40.43786,-3.67574,2,1.0,1.0,0.6164383561643835,7,90,4.71,1.0,0.0,0.0,0.0
6828,city scrape,40.42172,-3.70171,10,2.0,5.0,0.7534246575342466,1,1125,4.82,1.0,0.0,0.0,0.0
6829,city scrape,40.422,-3.70082,10,2.0,5.0,0.42123287671232873,1,1125,4.74,1.0,0.0,0.0,0.0
6830,city scrape,40.42414,-3.7122,3,1.0,2.0,0.7054794520547945,1,1125,5.0,1.0,0.0,0.0,0.0
6831,city scrape,40.44217,-3.70057,1,1.0,1.0,0.48630136986301364,90,90,5.0,1.0,0.0,0.0,0.0
6832,previous scrape,40.43431,-3.68608,1,1.0,1.0,0.1267123287671233,2,1125,4.5,0.0,0.0,1.0,0.0
6833,city scrape,40.41117,-3.70227,6,2.0,3.0,0.5308219178082192,1,1125,4.47,1.0,0.0,0.0,0.0
6834,city scrape,40.43759,-3.70098,6,3.0,5.0,0.3972602739726027,2,1125,4.88,1.0,0.0,0.0,0.0
6835,city scrape,40.47495,-3.70819,2,1.0,1.0,0.11986301369863012,1,1125,4.87,0.0,0.0,1.0,0.0
6836,city scrape,40.42394,-3.67362,4,3.0,4.0,0.589041095890411,3,1125,5.0,1.0,0.0,0.0,0.0
6837,previous scrape,40.46405,-3.71853,1,1.0,1.0,0.05136986301369863,1,1125,4.92,0.0,0.0,1.0,0.0
6838,previous scrape,40.39876,-3.71626,5,2.0,2.0,0.21575342465753422,3,365,4.9,1.0,0.0,0.0,0.0
6839,city scrape,40.428673,-3.676908,2,1.0,1.0,0.16095890410958902,2,1125,4.93,0.0,0.0,1.0,0.0
6840,city scrape,40.41518,-3.70259,2,1.0,1.0,0.21232876712328766,1,365,4.75,0.0,0.0,1.0,0.0
6841,city scrape,40.44697,-3.59746,2,1.0,1.0,0.08904109589041095,1,19,4.81,0.0,0.0,1.0,0.0
6842,city scrape,40.43509,-3.64703,6,2.0,4.0,0.2568493150684931,3,60,4.86,1.0,0.0,0.0,0.0
6843,city scrape,40.47936,-3.65737,4,1.0,2.0,0.17465753424657532,2,1125,5.0,1.0,0.0,0.0,0.0
6844,city scrape,40.42012,-3.71378,4,1.0,2.0,0.4726027397260274,1,1125,4.93,1.0,0.0,0.0,0.0
6845,city scrape,40.43303,-3.71064,4,2.0,2.0,0.4006849315068493,2,1125,4.88,1.0,0.0,0.0,0.0
6846,city scrape,40.40806,-3.69312,3,1.0,1.0,0.5068493150684931,1,1125,5.0,1.0,0.0,0.0,0.0
6847,city scrape,40.43527,-3.6723,4,1.0,2.0,0.2191780821917808,2,365,4.41,1.0,0.0,0.0,0.0
6848,city scrape,40.4227,-3.70719,6,2.0,3.0,0.773972602739726,1,1125,4.82,1.0,0.0,0.0,0.0
6849,city scrape,40.405,-3.66209,1,1.0,1.0,0.07191780821917808,1,7,4.93,0.0,0.0,1.0,0.0
6850,city scrape,40.41301,-3.70721,1,1.0,1.0,0.05136986301369863,1,15,4.86,0.0,0.0,1.0,0.0
6851,city scrape,40.45003,-3.70754,2,1.0,1.0,0.24315068493150682,3,60,4.66,1.0,0.0,0.0,0.0
6852,previous scrape,40.40404,-3.69289,2,1.0,1.0,0.05821917808219178,1,1125,4.0,0.0,0.0,1.0,0.0
6853,city scrape,40.3974,-3.69564,1,1.0,1.0,0.04452054794520548,1,1125,4.35,0.0,0.0,1.0,0.0
6854,city scrape,40.45633,-3.69986,4,2.0,2.0,0.4520547945205479,20,1125,4.75,1.0,0.0,0.0,0.0
6855,previous scrape,40.46741,-3.70361,1,1.0,1.0,0.0684931506849315,1,1125,3.0,0.0,0.0,1.0,0.0
6856,city scrape,40.39543,-3.69474,1,1.0,1.0,0.05136986301369863,1,1125,4.77,0.0,0.0,1.0,0.0
6857,city scrape,40.47113,-3.65229,2,1.0,1.0,0.14383561643835616,1,30,4.93,0.0,0.0,1.0,0.0
6858,city scrape,40.40433,-3.67565,4,2.0,2.0,0.3013698630136986,3,60,4.51,1.0,0.0,0.0,0.0
6859,previous scrape,40.4513,-3.70407,2,1.0,2.0,0.05136986301369863,3,1125,4.73,0.0,0.0,1.0,0.0
6860,previous scrape,40.43748,-3.67234,4,1.0,1.0,0.297945205479452,2,1125,4.86,1.0,0.0,0.0,0.0
6861,city scrape,40.41467,-3.70397,3,1.0,2.0,0.5547945205479452,4,1125,4.49,1.0,0.0,0.0,0.0
6862,previous scrape,40.44168,-3.71689,3,3.0,3.0,0.3150684931506849,1,1125,0.0,1.0,0.0,0.0,0.0
6863,city scrape,40.41646,-3.70467,5,2.0,3.0,0.26712328767123283,2,1125,4.73,1.0,0.0,0.0,0.0
6864,city scrape,40.43707,-3.64773,3,2.0,2.0,0.34931506849315064,2,1125,4.93,1.0,0.0,0.0,0.0
6865,previous scrape,40.47895,-3.71265,3,1.0,2.0,0.21232876712328766,2,10,5.0,1.0,0.0,0.0,0.0
6866,city scrape,40.41653,-3.69912,4,1.0,2.0,0.9280821917808219,1,1125,4.87,1.0,0.0,0.0,0.0
6867,city scrape,40.39268,-3.66752,4,1.0,2.0,0.17465753424657532,5,1125,4.71,0.0,0.0,1.0,0.0
