index,source,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,Entire home/apt,Hotel room,Private room,Shared room
0,city scrape,40.45724,-3.67688,2,1.0,1.0,0.2808219178082192,4,1125,4.87,0.0,0.0,1.0,0.0
1,city scrape,40.40381,-3.7413,1,1.0,1.0,0.07876712328767123,4,40,4.58,0.0,0.0,1.0,0.0
2,city scrape,40.38975,-3.69018,1,1.0,1.0,0.07191780821917808,3,1125,4.71,0.0,0.0,1.0,0.0
3,city scrape,40.41476,-3.70418,2,1.0,2.0,0.48630136986301364,5,180,4.63,1.0,0.0,0.0,0.0
4,previous scrape,40.41259,-3.70105,2,1.0,1.0,0.15753424657534246,3,730,4.38,1.0,0.0,0.0,0.0
5,city scrape,40.41969,-3.69736,4,1.0,2.0,0.3082191780821918,2,500,4.61,1.0,0.0,0.0,0.0
6,city scrape,40.42247,-3.70577,3,1.0,3.0,0.48630136986301364,5,180,4.65,1.0,0.0,0.0,0.0
7,city scrape,40.41884,-3.69655,3,1.0,2.0,0.21232876712328766,1,20,4.58,0.0,0.0,1.0,0.0
8,city scrape,40.42252,-3.7025,2,1.0,1.0,0.3116438356164383,28,360,4.37,1.0,0.0,0.0,0.0
9,city scrape,40.42252,-3.7025,2,1.0,2.0,0.2089041095890411,28,360,4.28,1.0,0.0,0.0,0.0
10,city scrape,40.40864,-3.70884,4,1.0,2.0,0.2465753424657534,8,1125,4.6,1.0,0.0,0.0,0.0
11,previous scrape,40.42342,-3.68123,2,1.0,1.0,0.18835616438356162,3,365,4.78,1.0,0.0,0.0,0.0
12,previous scrape,40.40866,-3.70374,2,1.0,1.0,0.2465753424657534,7,1125,4.68,1.0,0.0,0.0,0.0
13,city scrape,40.40939,-3.69812,5,3.0,3.0,0.46232876712328763,4,365,4.81,1.0,0.0,0.0,0.0
14,city scrape,40.41358,-3.71353,6,2.0,3.0,0.5205479452054794,3,1125,4.82,1.0,0.0,0.0,0.0
15,city scrape,40.42792,-3.67682,3,2.0,2.0,0.547945205479452,10,999,4.82,1.0,0.0,0.0,0.0
16,city scrape,40.42378,-3.70248,3,1.0,2.0,0.07534246575342465,1,1125,4.5,0.0,0.0,1.0,0.0
17,previous scrape,40.50044,-3.67032,2,1.0,1.0,0.1780821917808219,2,30,4.67,1.0,0.0,0.0,0.0
18,city scrape,40.41189,-3.70107,2,1.0,1.0,0.2226027397260274,1,1125,4.42,1.0,0.0,0.0,0.0
19,city scrape,40.42943,-3.71594,3,2.0,2.0,0.21232876712328766,11,365,4.57,1.0,0.0,0.0,0.0
20,city scrape,40.43815,-3.69764,4,2.0,3.0,0.3150684931506849,2,30,4.57,1.0,0.0,0.0,0.0
21,previous scrape,40.40115,-3.69657,8,3.0,6.0,0.48287671232876705,3,1125,4.18,1.0,0.0,0.0,0.0
22,city scrape,40.42297,-3.61193,2,1.0,1.0,0.07534246575342465,5,1000,4.76,0.0,0.0,1.0,0.0
23,city scrape,40.42555,-3.70379,3,1.0,2.0,0.06506849315068493,2,1120,4.64,0.0,0.0,1.0,0.0
24,city scrape,40.42756,-3.61577,2,1.0,2.0,0.07534246575342465,5,1000,4.57,0.0,0.0,1.0,0.0
25,city scrape,40.4382,-3.69389,4,1.0,2.0,0.2636986301369863,2,90,4.56,1.0,0.0,0.0,0.0
26,city scrape,40.42398,-3.70451,3,1.0,1.0,0.0993150684931507,2,1124,4.13,0.0,0.0,1.0,0.0
27,city scrape,40.41143,-3.70912,2,1.0,2.0,0.0993150684931507,1,365,4.77,0.0,0.0,1.0,0.0
28,city scrape,40.47731,-3.66659,1,1.0,1.0,0.0547945205479452,1,1125,4.93,0.0,0.0,1.0,0.0
29,city scrape,40.41012,-3.69709,1,1.0,1.0,0.08561643835616438,3,730,4.78,0.0,0.0,1.0,0.0
30,city scrape,40.41152,-3.70991,5,2.0,2.0,0.5684931506849314,4,60,4.67,1.0,0.0,0.0,0.0
31,city scrape,40.41027,-3.7122,6,3.0,5.0,0.7431506849315068,1,1125,4.77,1.0,0.0,0.0,0.0
32,city scrape,40.42162,-3.71158,2,1.0,1.0,0.1952054794520548,5,1125,4.68,1.0,0.0,0.0,0.0
33,city scrape,40.41327,-3.70223,2,1.0,1.0,0.2226027397260274,2,1125,4.92,0.0,0.0,1.0,0.0
34,previous scrape,40.4057,-3.67605,1,1.0,1.0,0.03767123287671233,2,1125,5.0,0.0,0.0,1.0,0.0
35,previous scrape,40.35761,-3.69723,1,1.0,1.0,0.0547945205479452,1,1125,4.94,0.0,0.0,1.0,0.0
36,city scrape,40.43602,-3.63506,3,2.0,2.0,0.15753424657534246,4,31,4.79,1.0,0.0,0.0,0.0
37,city scrape,40.47281,-3.58827,2,4.0,1.0,0.0684931506849315,60,61,5.0,0.0,0.0,1.0,0.0
38,city scrape,40.46088,-3.64679,3,2.0,3.0,0.8287671232876712,3,1125,4.88,1.0,0.0,0.0,0.0
39,city scrape,40.43765,-3.70408,4,1.0,2.0,0.1952054794520548,90,365,4.75,1.0,0.0,0.0,0.0
40,city scrape,40.41604,-3.70834,5,2.0,4.0,0.3013698630136986,2,330,4.73,1.0,0.0,0.0,0.0
41,city scrape,40.42242,-3.69674,4,2.0,2.0,0.3116438356164383,1,1125,4.58,1.0,0.0,0.0,0.0
42,city scrape,40.42286,-3.70236,2,1.0,1.0,0.1095890410958904,3,1125,4.9,0.0,0.0,1.0,0.0
43,previous scrape,40.39317,-3.69358,10,5.0,9.0,0.21232876712328766,3,1125,3.0,1.0,0.0,0.0,0.0
44,city scrape,40.45575,-3.64912,2,1.0,1.0,0.1952054794520548,1,1125,4.9,0.0,0.0,1.0,0.0
45,city scrape,40.42386,-3.70489,4,2.0,4.0,0.2842465753424657,90,200,4.48,1.0,0.0,0.0,0.0
46,city scrape,40.40954,-3.70096,3,1.0,1.0,0.18493150684931506,2,90,4.47,1.0,0.0,0.0,0.0
47,city scrape,40.42301,-3.69889,2,1.0,1.0,0.8287671232876712,2,30,5.0,1.0,0.0,0.0,0.0
48,city scrape,40.45841,-3.67598,1,1.0,1.0,0.06164383561643835,3,365,4.81,0.0,0.0,1.0,0.0
49,city scrape,40.419,-3.67774,4,2.0,3.0,0.34931506849315064,6,30,4.94,1.0,0.0,0.0,0.0
50,city scrape,40.4077,-3.68473,1,1.0,1.0,0.05821917808219178,1,1125,4.81,0.0,0.0,1.0,0.0
51,city scrape,40.41309,-3.69775,2,1.0,1.0,0.13356164383561642,3,15,4.85,0.0,0.0,1.0,0.0
52,city scrape,40.42103,-3.70171,2,1.0,1.0,0.4383561643835616,4,60,4.87,1.0,0.0,0.0,0.0
53,city scrape,40.4112,-3.69567,4,2.0,2.0,0.18835616438356162,2,366,4.45,1.0,0.0,0.0,0.0
54,city scrape,40.42274,-3.66972,5,3.0,4.0,0.3150684931506849,14,330,4.63,1.0,0.0,0.0,0.0
55,city scrape,40.42297,-3.69095,2,1.0,1.0,0.46232876712328763,1,365,4.64,1.0,0.0,0.0,0.0
56,city scrape,40.41235,-3.70967,2,1.0,1.0,0.2773972602739726,3,1125,4.71,1.0,0.0,0.0,0.0
57,city scrape,40.41319,-3.7024,2,1.0,1.0,0.2602739726027397,3,30,4.89,0.0,0.0,1.0,0.0
58,city scrape,40.42171,-3.69823,2,1.0,1.0,0.2636986301369863,7,90,4.87,1.0,0.0,0.0,0.0
59,city scrape,40.41013,-3.70453,2,1.0,1.0,0.1952054794520548,3,1125,4.87,0.0,0.0,1.0,0.0
60,city scrape,40.40683,-3.69932,3,2.0,2.0,0.17123287671232876,4,1125,4.33,1.0,0.0,0.0,0.0
61,city scrape,40.42556,-3.70175,4,1.0,2.0,0.2054794520547945,2,360,4.53,1.0,0.0,0.0,0.0
62,city scrape,40.40913,-3.699,2,1.0,2.0,0.3835616438356164,45,1125,4.85,1.0,0.0,0.0,0.0
63,city scrape,40.4152,-3.69668,5,2.0,2.0,0.589041095890411,4,365,4.85,1.0,0.0,0.0,0.0
64,city scrape,40.46913,-3.58258,8,4.0,7.0,0.3698630136986301,2,1125,4.9,1.0,0.0,0.0,0.0
65,city scrape,40.41016,-3.72863,2,1.0,1.0,0.0410958904109589,2,1125,4.88,0.0,0.0,1.0,0.0
66,city scrape,40.39826,-3.66722,2,1.0,2.0,0.07876712328767123,2,6,4.75,0.0,0.0,1.0,0.0
67,city scrape,40.41126,-3.70347,1,1.0,1.0,0.0821917808219178,1,60,4.81,0.0,0.0,1.0,0.0
68,city scrape,40.41901,-3.70631,2,1.0,1.0,0.25,1,1125,4.51,1.0,0.0,0.0,0.0
69,city scrape,40.40646,-3.68289,2,1.0,2.0,0.07876712328767123,1,1125,4.68,0.0,0.0,1.0,0.0
70,city scrape,40.4739,-3.57583,8,2.0,6.0,0.2910958904109589,1,1125,4.72,1.0,0.0,0.0,0.0
71,city scrape,40.40625,-3.68479,1,1.0,1.0,0.05821917808219178,1,1125,4.66,0.0,0.0,1.0,0.0
72,previous scrape,40.44919,-3.71006,2,1.0,1.0,0.3150684931506849,2,80,5.0,1.0,0.0,0.0,0.0
73,city scrape,40.41726,-3.70269,2,1.0,2.0,0.226027397260274,90,300,4.61,1.0,0.0,0.0,0.0
74,city scrape,40.42551,-3.70812,4,2.0,3.0,0.3356164383561644,2,90,4.72,1.0,0.0,0.0,0.0
75,previous scrape,40.41151,-3.70257,6,2.0,3.0,0.6232876712328766,2,30,4.5,1.0,0.0,0.0,0.0
76,city scrape,40.4158,-3.70962,2,1.0,1.0,0.6575342465753424,3,1125,4.94,1.0,0.0,0.0,0.0
77,city scrape,40.41498,-3.70891,2,1.0,1.0,0.3698630136986301,3,1125,4.61,1.0,0.0,0.0,0.0
78,city scrape,40.36725,-3.68875,1,1.0,1.0,0.13013698630136986,4,90,4.84,0.0,0.0,1.0,0.0
79,city scrape,40.41906,-3.70627,4,2.0,2.0,0.3972602739726027,1,1125,4.68,1.0,0.0,0.0,0.0
80,city scrape,40.45959,-3.64699,2,1.0,1.0,0.1952054794520548,2,365,4.94,0.0,0.0,1.0,0.0
81,city scrape,40.41858,-3.70077,2,1.0,1.0,0.14383561643835616,10,65,4.7,0.0,0.0,1.0,0.0
82,city scrape,40.42377,-3.70241,3,3.0,2.0,0.0684931506849315,1,365,4.49,0.0,0.0,1.0,0.0
83,previous scrape,40.43595,-3.70706,1,1.0,1.0,0.05821917808219178,25,365,4.72,0.0,0.0,1.0,0.0
84,city scrape,40.4078,-3.70085,3,1.0,2.0,0.2089041095890411,10,1125,4.29,1.0,0.0,0.0,0.0
85,city scrape,40.39523,-3.7132,1,1.0,1.0,0.0547945205479452,2,1125,4.74,0.0,0.0,1.0,0.0
86,city scrape,40.40721,-3.64994,8,4.0,5.0,0.5034246575342466,3,365,4.87,1.0,0.0,0.0,0.0
87,city scrape,40.40661,-3.6952,3,1.0,1.0,0.2636986301369863,3,65,4.84,1.0,0.0,0.0,0.0
88,city scrape,40.39231,-3.72359,3,1.0,1.0,0.1095890410958904,30,365,5.0,0.0,0.0,1.0,0.0
89,city scrape,40.41888,-3.70645,8,3.0,3.0,0.75,1,1125,4.7,1.0,0.0,0.0,0.0
90,city scrape,40.41428,-3.70767,10,3.0,8.0,0.5342465753424658,3,300,4.59,1.0,0.0,0.0,0.0
91,city scrape,40.42294,-3.70468,2,1.0,1.0,0.1952054794520548,4,365,4.82,1.0,0.0,0.0,0.0
92,city scrape,40.41596,-3.70846,1,1.0,1.0,0.3356164383561644,30,365,4.57,1.0,0.0,0.0,0.0
93,city scrape,40.42741,-3.70807,2,1.0,1.0,0.48630136986301364,7,1000,4.86,1.0,0.0,0.0,0.0
94,city scrape,40.4312,-3.68502,4,1.0,2.0,0.34931506849315064,30,365,4.5,1.0,0.0,0.0,0.0
95,city scrape,40.39627,-3.69926,2,1.0,1.0,0.2773972602739726,4,30,4.83,1.0,0.0,0.0,0.0
96,city scrape,40.40964,-3.71139,4,1.0,2.0,0.1917808219178082,1,1125,4.74,1.0,0.0,0.0,0.0
97,city scrape,40.457,-3.70436,2,1.0,2.0,0.0547945205479452,1,1000,4.4,0.0,0.0,1.0,0.0
98,city scrape,40.40196,-3.6974,1,1.0,1.0,0.1095890410958904,2,6,4.96,0.0,0.0,1.0,0.0
99,city scrape,40.40743,-3.74293,1,1.0,1.0,0.0684931506849315,4,15,4.86,0.0,0.0,1.0,0.0
100,previous scrape,40.39366,-3.66535,2,1.0,3.0,0.1267123287671233,2,7,0.0,0.0,0.0,1.0,0.0
101,city scrape,40.40743,-3.70114,4,1.0,1.0,0.2842465753424657,14,365,4.41,1.0,0.0,0.0,0.0
102,city scrape,40.40956,-3.7009,3,1.0,2.0,0.17123287671232876,2,180,4.68,1.0,0.0,0.0,0.0
103,city scrape,40.47189,-3.62966,4,4.0,4.0,0.4520547945205479,2,390,4.69,1.0,0.0,0.0,0.0
104,previous scrape,40.41769,-3.69974,4,1.0,2.0,0.21232876712328766,3,9,5.0,1.0,0.0,0.0,0.0
105,city scrape,40.42106,-3.71121,3,1.0,1.0,0.19863013698630136,1,1125,4.67,0.0,0.0,1.0,0.0
106,previous scrape,40.43922,-3.67574,1,1.0,1.0,0.05136986301369863,1,4,4.84,0.0,0.0,1.0,0.0
107,previous scrape,40.40349,-3.70418,2,1.0,1.0,0.1780821917808219,2,4,4.64,1.0,0.0,0.0,0.0
108,city scrape,40.42269,-3.70378,2,1.0,1.0,0.3424657534246575,1,1125,4.91,1.0,0.0,0.0,0.0
109,city scrape,40.40873,-3.69961,4,2.0,1.0,0.3184931506849315,2,1125,5.0,1.0,0.0,0.0,0.0
110,city scrape,40.47142,-3.62881,3,2.0,3.0,0.3013698630136986,2,90,4.75,1.0,0.0,0.0,0.0
111,city scrape,40.424084,-3.708346,3,1.0,2.0,0.2568493150684931,3,30,4.71,1.0,0.0,0.0,0.0
112,city scrape,40.412682,-3.702548,4,1.0,3.0,0.24315068493150682,3,365,4.72,1.0,0.0,0.0,0.0
113,city scrape,40.4449,-3.63508,2,1.0,2.0,0.14383561643835616,2,60,4.98,0.0,0.0,1.0,0.0
114,previous scrape,40.47143,-3.6748,4,2.0,4.0,0.22945205479452052,3,1125,5.0,1.0,0.0,0.0,0.0
115,city scrape,40.41596,-3.70431,4,2.0,2.0,0.547945205479452,2,7,4.73,1.0,0.0,0.0,0.0
116,previous scrape,40.41256,-3.70373,4,1.0,4.0,0.00684931506849315,3,26,4.56,0.0,0.0,1.0,0.0
117,city scrape,40.4093,-3.70884,3,1.0,1.0,0.38013698630136983,5,45,4.71,1.0,0.0,0.0,0.0
118,city scrape,40.42457,-3.70802,4,1.0,2.0,0.5445205479452054,1,365,4.81,1.0,0.0,0.0,0.0
119,city scrape,40.42432,-3.6399,1,1.0,1.0,0.09246575342465753,7,1125,5.0,0.0,0.0,1.0,0.0
120,city scrape,40.42432,-3.6399,2,1.0,2.0,0.09246575342465753,3,1125,4.5,0.0,0.0,1.0,0.0
121,city scrape,40.41271,-3.7005,2,1.0,2.0,0.17123287671232876,28,330,4.38,1.0,0.0,0.0,0.0
122,city scrape,40.41048049926758,-3.7063961029052734,2,1.0,1.0,0.38013698630136983,2,9,4.64,1.0,0.0,0.0,0.0
123,previous scrape,40.37093,-3.62298,2,1.0,2.0,0.05136986301369863,1,6,4.5,0.0,0.0,1.0,0.0
124,city scrape,40.41685,-3.70882,4,1.0,2.0,0.4178082191780822,2,1000,4.51,1.0,0.0,0.0,0.0
125,previous scrape,40.42683,-3.71108,1,1.0,2.0,0.07534246575342465,1,365,5.0,0.0,0.0,1.0,0.0
126,city scrape,40.43741,-3.71162,5,3.0,6.0,0.34931506849315064,4,100,4.82,1.0,0.0,0.0,0.0
127,city scrape,40.43287,-3.7007,1,1.0,1.0,0.13013698630136986,4,30,4.85,0.0,0.0,1.0,0.0
128,city scrape,40.42656,-3.7036,2,1.0,1.0,0.6712328767123287,3,1125,4.87,1.0,0.0,0.0,0.0
129,city scrape,40.40222,-3.68096,4,2.0,3.0,0.3150684931506849,3,90,4.8,1.0,0.0,0.0,0.0
130,city scrape,40.42552,-3.70603,2,1.0,1.0,0.2328767123287671,3,1125,4.73,1.0,0.0,0.0,0.0
131,previous scrape,40.43189,-3.67793,6,4.0,4.0,0.7602739726027397,365,365,4.83,1.0,0.0,0.0,0.0
132,previous scrape,40.37609,-3.74279,2,2.0,1.0,0.0410958904109589,1,1125,0.0,1.0,0.0,0.0,0.0
133,city scrape,40.42226,-3.69959,2,1.0,3.0,0.15753424657534246,3,90,4.5,0.0,0.0,1.0,0.0
134,city scrape,40.42226,-3.69959,2,1.0,1.0,0.113013698630137,3,90,4.45,0.0,0.0,1.0,0.0
135,previous scrape,40.41414,-3.69419,4,1.0,2.0,0.7157534246575342,1,365,4.25,1.0,0.0,0.0,0.0
136,previous scrape,40.42849,-3.70194,2,1.0,1.0,0.2465753424657534,2,21,4.67,1.0,0.0,0.0,0.0
137,city scrape,40.40908,-3.69514,6,2.0,4.0,0.2636986301369863,4,1125,4.64,1.0,0.0,0.0,0.0
138,previous scrape,40.40726,-3.74174,1,1.0,1.0,0.02054794520547945,3,20,4.67,0.0,0.0,1.0,0.0
139,city scrape,40.42187,-3.68775,2,1.0,2.0,0.2808219178082192,30,330,4.88,1.0,0.0,0.0,0.0
140,city scrape,40.41747,-3.70979,2,1.0,2.0,0.5342465753424658,3,10,4.71,1.0,0.0,0.0,0.0
141,city scrape,40.47058,-3.68539,2,1.0,4.0,0.21232876712328766,2,30,4.68,1.0,0.0,0.0,0.0
142,city scrape,40.41584,-3.70683,8,2.0,6.0,0.7020547945205479,3,300,4.75,1.0,0.0,0.0,0.0
143,city scrape,40.40766,-3.69952,4,2.0,2.0,0.2191780821917808,6,200,4.39,1.0,0.0,0.0,0.0
144,city scrape,40.39516,-3.69309,6,4.0,4.0,0.4006849315068493,2,35,4.81,1.0,0.0,0.0,0.0
145,city scrape,40.41845,-3.70544,4,2.0,3.0,0.4417808219178082,2,200,4.62,1.0,0.0,0.0,0.0
146,city scrape,40.41866,-3.70547,4,1.0,1.0,0.273972602739726,2,300,4.64,1.0,0.0,0.0,0.0
147,previous scrape,40.47444,-3.67135,1,1.0,1.0,0.1095890410958904,1,1125,4.64,0.0,0.0,1.0,0.0
148,city scrape,40.36089,-3.69594,6,3.0,4.0,0.3150684931506849,3,45,4.67,1.0,0.0,0.0,0.0
149,city scrape,40.42062,-3.70766,6,2.0,3.0,0.4931506849315068,2,65,4.6,1.0,0.0,0.0,0.0
150,city scrape,40.42242,-3.69562,5,2.0,3.0,0.2808219178082192,5,1125,4.62,1.0,0.0,0.0,0.0
151,city scrape,40.41513,-3.69935,2,1.0,2.0,0.3184931506849315,4,365,4.97,1.0,0.0,0.0,0.0
152,previous scrape,40.41593,-3.70602,2,1.0,1.0,0.3253424657534246,2,1125,4.93,0.0,0.0,1.0,0.0
153,city scrape,40.42838,-3.70345,4,1.0,2.0,0.2465753424657534,25,1125,4.88,1.0,0.0,0.0,0.0
154,city scrape,40.35701,-3.69643,5,3.0,3.0,0.2191780821917808,3,60,4.71,1.0,0.0,0.0,0.0
155,city scrape,40.4256,-3.70436,6,3.0,4.0,0.44863013698630133,7,1125,4.63,1.0,0.0,0.0,0.0
156,previous scrape,40.42157,-3.70539,2,1.0,1.0,0.09246575342465753,1,30,4.85,0.0,0.0,1.0,0.0
157,city scrape,40.38901,-3.64185,2,1.0,2.0,0.05821917808219178,1,1125,4.9,0.0,0.0,1.0,0.0
158,city scrape,40.43003,-3.67429,2,1.0,4.0,0.21232876712328766,2,2,4.24,0.0,0.0,0.0,1.0
159,city scrape,40.41389,-3.70461,4,1.0,1.0,0.3972602739726027,1,60,4.71,1.0,0.0,0.0,0.0
160,city scrape,40.41285,-3.69553,4,1.0,2.0,0.297945205479452,3,1125,4.88,1.0,0.0,0.0,0.0
161,city scrape,40.42194,-3.70194,4,2.0,2.0,0.8287671232876712,5,90,4.94,1.0,0.0,0.0,0.0
162,city scrape,40.41697,-3.70732,4,1.0,1.0,0.2568493150684931,2,1125,4.82,1.0,0.0,0.0,0.0
163,previous scrape,40.45319,-3.592383,2,1.0,2.0,0.08561643835616438,1,60,4.87,0.0,0.0,1.0,0.0
164,city scrape,40.41538,-3.70351,2,1.0,1.0,0.136986301369863,1,1125,4.68,0.0,0.0,1.0,0.0
165,city scrape,40.42616,-3.70263,5,1.0,4.0,0.386986301369863,20,90,4.64,1.0,0.0,0.0,0.0
166,city scrape,40.41222,-3.71365,2,1.0,1.0,0.297945205479452,3,91,4.89,1.0,0.0,0.0,0.0
167,city scrape,40.41037,-3.70018,2,1.0,1.0,0.14726027397260272,25,250,4.68,1.0,0.0,0.0,0.0
168,city scrape,40.4236378,-3.7018958,5,2.0,3.0,0.2705479452054794,3,365,4.64,1.0,0.0,0.0,0.0
169,city scrape,40.41245,-3.69688,4,1.0,2.0,0.29452054794520544,1,365,4.76,1.0,0.0,0.0,0.0
170,city scrape,40.41015,-3.69797,3,1.0,2.0,0.273972602739726,5,1125,4.76,1.0,0.0,0.0,0.0
171,city scrape,40.40501,-3.69626,2,1.0,1.0,0.6575342465753424,3,28,4.73,1.0,0.0,0.0,0.0
172,city scrape,40.41045,-3.70105,3,2.0,2.0,0.18493150684931506,3,1125,4.75,1.0,0.0,0.0,0.0
173,city scrape,40.50069,-3.68994,2,1.0,1.0,0.14383561643835616,7,1125,4.88,1.0,0.0,0.0,0.0
174,city scrape,40.42536,-3.69887,6,2.0,3.0,0.3150684931506849,3,30,4.77,1.0,0.0,0.0,0.0
175,city scrape,40.4107,-3.70253,4,1.0,2.0,0.4178082191780822,1,1125,4.41,1.0,0.0,0.0,0.0
176,previous scrape,40.40546,-3.69213,5,2.0,3.0,0.3150684931506849,1,20,4.68,1.0,0.0,0.0,0.0
177,city scrape,40.39368,-3.66975,4,2.0,2.0,0.11986301369863012,90,360,4.26,1.0,0.0,0.0,0.0
178,city scrape,40.47148,-3.68946,6,3.0,4.0,0.297945205479452,30,600,4.37,1.0,0.0,0.0,0.0
179,city scrape,40.42722,-3.68388,4,2.0,4.0,0.8253424657534246,5,1125,4.75,1.0,0.0,0.0,0.0
180,city scrape,40.42881,-3.66605,6,3.0,3.0,0.4006849315068493,90,660,4.41,1.0,0.0,0.0,0.0
181,previous scrape,40.4249,-3.7097,3,2.0,3.0,0.21232876712328766,20,300,4.73,1.0,0.0,0.0,0.0
182,city scrape,40.41212,-3.69983,4,1.0,2.0,0.2910958904109589,4,30,4.75,1.0,0.0,0.0,0.0
183,city scrape,40.40988,-3.67503,5,2.0,4.0,0.3424657534246575,2,365,4.56,1.0,0.0,0.0,0.0
184,city scrape,40.40224,-3.70001,4,2.0,3.0,0.21232876712328766,5,365,4.84,1.0,0.0,0.0,0.0
185,city scrape,40.41534,-3.70757,7,2.0,5.0,0.48972602739726023,3,1125,4.79,1.0,0.0,0.0,0.0
186,previous scrape,40.40777,-3.74013,2,1.0,1.0,0.05821917808219178,2,6,4.76,0.0,0.0,1.0,0.0
187,city scrape,40.41826,-3.71244,6,2.0,5.0,0.40410958904109584,3,1125,4.82,1.0,0.0,0.0,0.0
188,city scrape,40.41676,-3.70682,2,1.0,1.0,0.13356164383561642,2,90,4.54,0.0,0.0,1.0,0.0
189,city scrape,40.42744,-3.70658,4,1.0,1.0,0.25,7,60,4.83,1.0,0.0,0.0,0.0
190,city scrape,40.41944,-3.70945,2,1.0,2.0,0.26712328767123283,2,1125,4.88,1.0,0.0,0.0,0.0
191,previous scrape,40.40334,-3.70254,2,1.0,1.0,0.07191780821917808,6,365,4.66,0.0,0.0,1.0,0.0
192,city scrape,40.43653,-3.70421,1,1.0,1.0,0.10273972602739725,2,55,4.91,0.0,0.0,1.0,0.0
193,city scrape,40.40875,-3.70439,3,1.0,2.0,0.2363013698630137,7,365,4.26,1.0,0.0,0.0,0.0
194,city scrape,40.41731,-3.6731,1,1.0,1.0,0.14383561643835616,30,1825,5.0,0.0,0.0,1.0,0.0
195,city scrape,40.41115,-3.69673,2,1.0,1.0,0.1267123287671233,10,1125,4.45,1.0,0.0,0.0,0.0
196,previous scrape,40.42505,-3.71101,2,1.0,2.0,0.1232876712328767,3,15,4.87,0.0,0.0,0.0,1.0
197,previous scrape,40.43358,-3.70524,2,1.0,1.0,0.09246575342465753,1,4,5.0,0.0,0.0,1.0,0.0
198,city scrape,40.41959,-3.70373,3,1.0,2.0,0.3424657534246575,2,18,4.86,1.0,0.0,0.0,0.0
199,city scrape,40.42661,-3.70222,4,2.0,3.0,0.589041095890411,1,365,4.66,1.0,0.0,0.0,0.0
200,city scrape,40.41506,-3.7029,2,1.0,1.0,0.297945205479452,3,365,4.33,1.0,0.0,0.0,0.0
201,city scrape,40.40449,-3.70463,2,1.0,2.0,0.09246575342465753,3,3,4.79,0.0,0.0,1.0,0.0
202,previous scrape,40.41146,-3.69563,3,1.0,2.0,0.2465753424657534,2,1125,4.59,1.0,0.0,0.0,0.0
203,city scrape,40.42329,-3.70833,4,1.0,1.0,0.3356164383561644,2,180,4.9,1.0,0.0,0.0,0.0
204,city scrape,40.40333,-3.7025,1,1.0,1.0,0.07191780821917808,5,365,4.63,0.0,0.0,1.0,0.0
205,city scrape,40.4149,-3.70331,4,1.0,1.0,0.3390410958904109,3,365,4.54,1.0,0.0,0.0,0.0
206,city scrape,40.42552,-3.70589,3,1.0,1.0,0.3287671232876712,3,365,4.37,1.0,0.0,0.0,0.0
207,city scrape,40.40215,-3.66263,2,1.0,1.0,0.08561643835616438,4,90,4.88,0.0,0.0,1.0,0.0
208,city scrape,40.42978,-3.67817,1,1.0,2.0,0.0684931506849315,3,180,4.95,0.0,0.0,1.0,0.0
209,city scrape,40.40827,-3.70049,3,1.0,1.0,0.2808219178082192,2,30,4.64,1.0,0.0,0.0,0.0
210,city scrape,40.42057,-3.70486,2,1.0,1.0,0.22945205479452052,5,90,4.26,1.0,0.0,0.0,0.0
211,city scrape,40.42482,-3.71084,8,4.0,6.0,0.7191780821917808,5,366,4.99,1.0,0.0,0.0,0.0
212,city scrape,40.42738,-3.70635,2,1.0,1.0,0.25,1,1125,4.23,1.0,0.0,0.0,0.0
213,city scrape,40.41156,-3.70546,3,1.0,2.0,0.273972602739726,10,1125,4.39,1.0,0.0,0.0,0.0
214,city scrape,40.42411,-3.702033,4,2.0,2.0,0.3527397260273972,1,1124,4.19,1.0,0.0,0.0,0.0
215,city scrape,40.43028,-3.70732,5,2.0,4.0,0.3698630136986301,3,365,4.81,1.0,0.0,0.0,0.0
216,city scrape,40.41429,-3.70649,4,1.0,2.0,0.2089041095890411,3,260,4.87,1.0,0.0,0.0,0.0
217,city scrape,40.40687,-3.70917,4,2.0,3.0,0.7260273972602739,2,7,4.51,1.0,0.0,0.0,0.0
218,previous scrape,40.41233,-3.70641,2,1.0,1.0,0.14726027397260272,2,1125,4.72,1.0,0.0,0.0,0.0
219,city scrape,40.41382,-3.69514,8,3.0,5.0,0.5513698630136986,3,180,4.82,1.0,0.0,0.0,0.0
220,city scrape,40.41497,-3.70853,4,1.0,2.0,0.2089041095890411,3,365,4.9,1.0,0.0,0.0,0.0
221,city scrape,40.4267,-3.61631,2,1.0,1.0,0.07534246575342465,5,1125,4.73,0.0,0.0,1.0,0.0
222,city scrape,40.45611,-3.65952,1,1.0,1.0,0.03767123287671233,3,1111,4.43,0.0,0.0,1.0,0.0
223,city scrape,40.42849,-3.70183,2,1.0,1.0,0.15753424657534246,4,1125,4.85,1.0,0.0,0.0,0.0
224,previous scrape,40.41095,-3.71199,3,1.0,2.0,0.2465753424657534,100,365,4.7,1.0,0.0,0.0,0.0
225,city scrape,40.434551,-3.698387,1,1.0,1.0,0.11643835616438356,3,1125,4.63,0.0,0.0,1.0,0.0
